interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;11051.00;DEFAULT_EDGEDATA;0;6.02;201;1659;1150;0;0;3.01;1860;1.51;0.52;632.80;27.95;0.96;16.64;0.34;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;9.97;0;3078;1152;0;0;9.97;3078;4.99;0.33;471.66;27.93;0.96;14.16;0.15;0.00
0.00;11051.00;DEFAULT_EDGEDATA;9;2.88;0;858;1153;0;0;2.88;849;1.44;2.46;1947.76;26.91;0.93;130.50;2.27;0.00
0.00;11051.00;DEFAULT_EDGEDATA;9;11.22;69;2406;1154;0;0;2.81;2466;1.40;5.88;13928.67;19.96;0.99;0.72;5.63;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.97;0;933;1155;0;0;2.97;933;1.49;1.50;1234.56;28.42;0.98;17.66;1.32;0.00
0.00;11051.00;DEFAULT_EDGEDATA;333;50.82;81;13050;1156;0;0;12.71;12798;6.35;1.31;14451.44;23.38;0.80;2713.65;1.10;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.04;0;639;1157;0;0;1.02;639;0.51;1.07;570.91;28.40;0.98;6.39;0.89;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.44;0;456;1158;0;0;1.44;456;0.72;0.43;114.43;28.57;0.98;0.58;0.25;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.79;0;1458;1159;0;0;4.79;1458;2.40;0.52;490.57;27.52;0.95;20.97;0.34;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;30.87;0;8646;116;0;0;7.72;8646;3.86;1.88;14520.99;25.34;0.87;1712.89;1.68;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;23.70;270;6753;1160;0;0;4.74;7023;2.37;1.50;9210.42;26.81;0.92;634.73;1.31;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.44;21;1332;1161;0;0;2.22;1353;1.11;0.80;834.16;27.56;0.95;31.72;0.62;0.00
0.00;11051.00;DEFAULT_EDGEDATA;789;53.48;234;14928;1162;0;0;10.70;14373;5.35;1.19;15065.53;25.65;0.88;1616.20;0.99;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;22.17;204;6081;1163;0;0;11.08;6285;5.54;1.57;8628.10;25.66;0.88;928.32;1.37;0.00
0.00;11051.00;DEFAULT_EDGEDATA;48;17.92;0;5463;1164;0;0;5.97;5415;2.99;2.21;11068.92;27.58;0.95;478.78;2.03;0.00
0.00;11051.00;DEFAULT_EDGEDATA;60;0.19;0;60;1165;0;0;0.19;0;0.09;0.64;28.14;28.95;1.00;0.01;0.47;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;45.06;138;12531;1166;0;0;11.26;12669;5.63;1.84;20882.69;25.44;0.88;2421.08;1.65;0.00
0.00;11051.00;DEFAULT_EDGEDATA;6;0.29;0;93;1167;0;0;0.29;87;0.15;1.09;85.53;28.75;0.99;0.49;0.92;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.72;0;1488;1168;0;0;2.36;1488;1.18;1.03;1273.99;28.53;0.98;11.71;0.86;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;5.81;78;1746;1169;0;0;1.94;1824;0.97;0.88;1292.74;28.39;0.98;22.48;0.71;0.00
0.00;11051.00;DEFAULT_EDGEDATA;39;16.23;0;4809;117;0;0;5.41;4770;2.70;1.45;6091.16;26.82;0.92;423.21;1.27;0.00
0.00;11051.00;DEFAULT_EDGEDATA;306;11.18;0;3543;1170;0;0;3.73;3237;1.86;1.09;3246.41;28.67;0.99;21.30;0.92;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.29;0;93;1171;0;0;0.29;93;0.14;1.69;140.95;29.36;1.01;0.01;1.52;0.00
0.00;11051.00;DEFAULT_EDGEDATA;105;11.27;0;3411;1173;0;0;3.76;3306;1.88;1.32;3878.79;27.38;0.94;184.10;1.14;0.00
0.00;11051.00;DEFAULT_EDGEDATA;60;1.33;6;408;1174;0;0;0.66;354;0.33;0.97;328.82;28.22;0.97;3.86;0.79;0.00
0.00;11051.00;DEFAULT_EDGEDATA;180;24.94;96;7554;1175;0;0;8.31;7470;4.16;4.68;34459.63;27.75;0.96;1283.77;4.50;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.35;69;1302;1176;0;0;1.45;1371;0.72;1.15;1330.84;28.55;0.98;18.23;0.97;0.00
0.00;11051.00;DEFAULT_EDGEDATA;30;11.42;0;3438;1177;0;0;5.71;3408;2.86;0.98;2722.31;27.24;0.94;147.60;0.79;0.00
0.00;11051.00;DEFAULT_EDGEDATA;33;14.60;150;4341;1178;0;0;4.87;4458;2.43;0.85;2989.93;27.83;0.96;97.71;0.67;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;11.33;48;3405;1179;0;0;5.67;3453;2.83;1.61;4941.96;27.58;0.95;209.97;1.43;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;31.97;0;7725;118;0;0;31.97;7725;15.98;0.81;4525.39;21.87;0.75;1085.37;0.59;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;9.30;48;2745;1180;0;0;4.65;2793;2.32;1.36;3281.92;27.18;0.94;172.31;1.18;0.00
0.00;11051.00;DEFAULT_EDGEDATA;51;2.12;0;666;1182;0;0;1.06;615;0.53;2.50;1549.84;28.39;0.98;30.13;2.33;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;3.68;0;1158;1183;0;0;1.23;1158;0.61;1.23;1221.51;28.51;0.98;9.64;1.05;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.13;36;1266;1184;0;0;1.38;1302;0.69;1.21;1343.22;28.56;0.98;16.96;1.03;0.00
0.00;11051.00;DEFAULT_EDGEDATA;6;2.89;0;906;1185;0;0;2.89;900;1.44;0.64;416.76;28.41;0.98;6.29;0.46;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;5.27;0;1620;1186;0;0;5.27;1620;2.64;0.87;1117.40;27.79;0.96;36.28;0.69;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;9.19;0;2811;1188;0;0;4.60;2811;2.30;1.10;2597.70;27.67;0.95;101.65;0.92;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;20.43;30;4869;1189;0;0;10.22;4899;5.11;1.00;3793.76;21.69;0.75;933.52;0.77;0.00
0.00;11051.00;DEFAULT_EDGEDATA;6;4.66;0;1431;119;0;0;2.33;1425;1.16;1.11;1327.71;27.80;0.96;40.88;0.93;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;24.65;0;7122;1190;0;0;6.16;7122;3.08;11.03;77202.41;26.14;0.90;6968.40;10.84;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;9.53;63;2793;1191;0;0;4.77;2856;2.38;1.46;3635.73;27.12;0.93;198.95;1.27;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.59;0;810;1192;0;0;2.59;810;1.29;0.64;377.44;28.33;0.97;5.06;0.47;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;14.88;0;4419;1193;0;0;7.44;4419;3.72;0.62;1911.38;26.86;0.92;126.29;0.43;0.00
0.00;11051.00;DEFAULT_EDGEDATA;426;18.58;45;5397;1194;0;0;6.19;5016;3.10;1.00;4439.03;26.50;0.91;346.50;0.82;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.19;15;672;1195;0;0;1.10;687;0.55;0.81;434.60;28.36;0.98;5.20;0.63;0.00
0.00;11051.00;DEFAULT_EDGEDATA;1539;52.25;21;14790;1196;0;0;13.06;13272;6.53;1.77;23312.36;25.65;0.88;2503.19;1.57;0.00
0.00;11051.00;DEFAULT_EDGEDATA;948;33.99;0;9489;1197;0;0;6.80;8541;3.40;1.73;14545.82;25.26;0.87;1770.23;1.53;0.00
0.00;11051.00;DEFAULT_EDGEDATA;84;41.28;168;10578;1198;0;0;10.32;10662;5.16;1.83;17358.67;23.56;0.81;3135.13;1.62;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;47.87;630;12849;1199;0;0;11.97;13479;5.98;2.72;33973.64;25.48;0.88;3880.91;2.52;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;25.15;123;7077;12;0;0;8.38;7200;4.19;1.15;6917.06;25.91;0.89;685.83;0.96;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.70;303;1158;120;0;0;2.35;1461;1.18;1.56;2021.39;28.11;0.97;49.36;1.38;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;19.39;132;5766;1200;0;0;6.46;5898;3.23;1.76;9334.99;27.53;0.95;414.48;1.58;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.25;0;81;1201;0;0;0.25;81;0.13;0.59;33.76;28.91;1.00;0.08;0.42;0.00
0.00;11051.00;DEFAULT_EDGEDATA;1443;17.23;0;5004;1202;0;0;5.74;3561;2.87;3.38;15949.58;26.28;0.90;1391.96;3.19;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;3.20;270;687;1203;0;0;3.20;957;1.60;0.60;401.18;27.05;0.93;23.70;0.42;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;8.65;438;2238;1204;0;0;2.88;2676;1.44;1.39;3249.27;28.00;0.96;95.43;1.21;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.89;0;282;1205;0;0;0.89;282;0.44;0.27;26.46;28.78;0.99;0.20;0.09;0.00
0.00;11051.00;DEFAULT_EDGEDATA;69;8.54;54;2505;1206;0;0;2.14;2490;1.07;1.12;2404.77;27.11;0.93;133.95;0.94;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.16;0;369;1207;0;0;1.16;369;0.58;0.54;136.20;28.77;0.99;0.53;0.37;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.56;0;810;1208;0;0;1.28;810;0.64;1.76;1280.19;28.64;0.99;8.90;1.58;0.00
0.00;11051.00;DEFAULT_EDGEDATA;12;4.65;0;1434;1209;0;0;4.65;1422;2.32;0.87;984.50;27.92;0.96;26.30;0.69;0.00
0.00;11051.00;DEFAULT_EDGEDATA;27;45.69;1446;10611;121;0;0;11.42;12030;5.71;3.10;34862.14;23.88;0.82;5913.02;2.89;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;24.18;30;6834;1210;0;0;8.06;6864;4.03;1.93;11920.30;25.69;0.88;1279.02;1.74;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;12.01;0;3687;1211;0;0;6.00;3687;3.00;0.49;1131.81;27.79;0.96;39.12;0.31;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.75;15;222;1212;0;0;0.37;237;0.19;0.45;65.68;28.61;0.98;0.03;0.28;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;18.32;270;4959;1213;0;0;9.16;5229;4.58;0.67;2510.22;25.83;0.89;256.86;0.48;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;9.70;0;3015;1214;0;0;4.85;3015;2.43;0.91;2193.63;28.12;0.97;48.80;0.73;0.00
0.00;11051.00;DEFAULT_EDGEDATA;177;55.22;0;13227;1215;0;0;13.81;13050;6.90;2.95;35974.18;21.67;0.75;8885.99;2.72;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.80;21;219;1216;0;0;0.80;240;0.40;0.42;56.05;26.98;0.93;3.53;0.23;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;5.22;0;1620;1217;0;0;5.22;1620;2.61;0.49;504.59;28.09;0.97;11.20;0.31;0.00
0.00;11051.00;DEFAULT_EDGEDATA;30;12.12;0;3477;1218;0;0;4.04;3447;2.02;2.90;9419.90;25.96;0.89;942.04;2.71;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;6.43;18;1926;1219;0;0;3.21;1944;1.61;1.26;2086.90;27.36;0.94;96.76;1.07;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;51.64;96;13614;122;0;0;12.91;13710;6.45;2.87;36525.94;24.03;0.83;6014.69;2.66;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.30;21;381;123;0;0;0.65;402;0.32;1.07;359.97;28.09;0.97;5.73;0.90;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.84;33;228;124;0;0;0.42;261;0.21;0.46;74.83;28.15;0.97;1.16;0.29;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.58;0;816;125;0;0;1.29;816;0.64;1.19;829.84;28.62;0.99;7.21;1.02;0.00
0.00;11051.00;DEFAULT_EDGEDATA;261;55.83;0;14607;127;0;0;9.30;14346;4.65;2.99;40661.85;23.68;0.81;7205.22;2.78;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;32.58;354;8898;128;0;0;6.52;9252;3.26;5.86;52396.34;25.70;0.88;5590.32;5.66;0.00
0.00;11051.00;DEFAULT_EDGEDATA;300;6.12;0;1908;129;0;0;2.04;1608;1.02;1.09;1749.89;28.22;0.97;37.94;0.92;0.00
0.00;11051.00;DEFAULT_EDGEDATA;48;22.85;15;6738;13;0;0;11.43;6705;5.71;2.25;13939.07;26.74;0.92;978.10;2.06;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;11.53;303;3162;130;0;0;5.76;3465;2.88;1.37;4094.28;27.20;0.94;226.37;1.18;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.85;0;1467;131;0;0;2.42;1467;1.21;1.90;2512.31;27.37;0.94;109.65;1.71;0.00
0.00;11051.00;DEFAULT_EDGEDATA;42;39.19;39;10614;132;0;0;9.80;10611;4.90;2.33;22678.53;24.60;0.85;3274.94;2.13;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.85;18;252;133;0;0;0.43;270;0.21;0.46;76.81;28.69;0.99;0.03;0.28;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.30;0;93;134;0;0;0.30;93;0.15;1.81;151.86;28.03;0.96;6.86;1.63;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.23;6;69;135;0;0;0.23;75;0.12;0.97;59.73;29.00;1.00;0.01;0.80;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;23.39;0;6555;136;0;0;11.70;6555;5.85;1.40;7897.03;25.36;0.87;947.51;1.20;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.44;153;1236;137;0;0;2.22;1389;1.11;0.66;666.32;28.29;0.97;11.65;0.48;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.25;0;81;138;0;0;0.25;81;0.13;0.41;19.05;28.91;0.99;0.05;0.24;0.00
0.00;11051.00;DEFAULT_EDGEDATA;129;1.64;0;516;139;0;0;1.64;387;0.82;2.48;1187.74;28.54;0.98;7.38;2.30;0.00
0.00;11051.00;DEFAULT_EDGEDATA;426;12.61;66;3765;14;0;0;4.20;3405;2.10;0.97;3037.57;27.49;0.95;134.79;0.79;0.00
0.00;11051.00;DEFAULT_EDGEDATA;252;10.71;0;3405;140;0;0;5.36;3153;2.68;1.63;4943.67;28.76;0.99;2.65;1.45;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.73;0;228;143;0;0;0.36;228;0.18;0.52;79.32;28.43;0.98;0.49;0.35;0.00
0.00;11051.00;DEFAULT_EDGEDATA;9;0.36;0;114;144;0;0;0.36;105;0.18;1.59;161.56;28.56;0.98;1.39;1.42;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.62;0;195;145;0;0;0.31;195;0.15;1.98;352.11;28.60;0.98;1.06;1.81;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;50.03;72;13056;146;0;0;12.51;13128;6.25;3.44;42430.51;23.74;0.82;7449.95;3.23;0.00
0.00;11051.00;DEFAULT_EDGEDATA;141;11.22;0;3447;147;0;0;11.22;3306;5.61;0.48;1021.88;27.80;0.96;34.14;0.30;0.00
0.00;11051.00;DEFAULT_EDGEDATA;975;8.02;0;2487;148;0;0;4.01;1512;2.00;1.53;3352.23;28.07;0.97;78.29;1.35;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.15;0;48;149;0;0;0.08;48;0.04;0.96;37.91;28.57;0.98;0.01;0.79;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.23;21;51;15;0;0;0.23;72;0.11;1.31;81.99;28.69;0.99;0.01;1.14;0.00
0.00;11051.00;DEFAULT_EDGEDATA;48;11.19;12;3405;150;0;0;3.73;3369;1.86;0.96;2675.15;27.64;0.95;104.53;0.78;0.00
0.00;11051.00;DEFAULT_EDGEDATA;87;4.57;0;1398;151;0;0;2.28;1311;1.14;0.79;849.92;27.70;0.95;28.55;0.61;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;18.71;75;5691;152;0;0;6.24;5766;3.12;1.72;8882.11;27.88;0.96;285.82;1.54;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.68;21;507;153;0;0;1.68;528;0.84;1.80;858.88;28.43;0.98;11.98;1.63;0.00
0.00;11051.00;DEFAULT_EDGEDATA;447;40.76;0;11649;154;0;0;8.15;11202;4.08;1.68;17329.59;25.86;0.89;1747.16;1.49;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.03;24;300;155;0;0;1.03;324;0.52;0.51;108.81;28.44;0.98;1.51;0.34;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.10;0;1278;156;0;0;2.05;1278;1.02;2.99;3597.05;28.21;0.97;54.61;2.81;0.00
0.00;11051.00;DEFAULT_EDGEDATA;48;0.15;0;48;157;0;0;0.08;0;0.04;1.88;81.72;28.57;0.98;0.01;1.70;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;9.79;0;3036;158;0;0;4.90;3036;2.45;1.23;3198.12;28.06;0.97;83.04;1.05;0.00
0.00;11051.00;DEFAULT_EDGEDATA;33;12.37;0;3783;159;0;0;12.37;3750;6.18;1.00;3113.94;27.67;0.95;118.85;0.82;0.00
0.00;11051.00;DEFAULT_EDGEDATA;108;8.46;0;2613;16;0;0;2.12;2505;1.06;0.54;937.96;27.94;0.96;24.84;0.36;0.00
0.00;11051.00;DEFAULT_EDGEDATA;216;11.39;0;3621;160;0;0;5.69;3405;2.85;0.88;2571.33;28.77;0.99;0.44;0.71;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;3.65;0;1149;161;0;0;1.82;1149;0.91;0.36;214.37;28.51;0.98;1.03;0.19;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;12.33;0;3618;162;0;0;6.16;3618;3.08;7.24;25512.35;26.56;0.91;1983.78;7.05;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;45.92;585;12117;163;0;0;9.18;12702;4.59;2.37;27608.93;25.03;0.86;3585.91;2.17;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.67;0;810;164;0;0;2.67;810;1.33;1.79;1299.09;27.47;0.95;61.77;1.60;0.00
0.00;11051.00;DEFAULT_EDGEDATA;120;1.94;54;369;165;0;0;0.39;303;0.19;2.03;752.64;19.76;0.98;6.52;1.78;0.00
0.00;11051.00;DEFAULT_EDGEDATA;186;38.63;60;10740;166;0;0;9.66;10614;4.83;1.82;17570.13;25.30;0.87;2106.22;1.63;0.00
0.00;11051.00;DEFAULT_EDGEDATA;249;53.32;255;14601;167;0;0;8.89;14607;4.44;4.49;63731.70;25.21;0.87;7887.22;4.29;0.00
0.00;11051.00;DEFAULT_EDGEDATA;429;59.82;45;16410;168;0;0;9.97;16026;4.99;3.93;61440.19;24.89;0.86;8294.91;3.73;0.00
0.00;11051.00;DEFAULT_EDGEDATA;114;3.41;0;1077;169;0;0;0.85;963;0.43;1.96;1918.91;28.57;0.98;8.83;1.78;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.71;0;855;17;0;0;1.35;855;0.68;0.88;603.23;28.59;0.98;6.22;0.71;0.00
0.00;11051.00;DEFAULT_EDGEDATA;30;23.01;12;6840;170;0;0;7.67;6822;3.84;0.98;5447.55;26.94;0.93;349.79;0.80;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.25;0;81;171;0;0;0.25;81;0.13;0.45;22.19;28.91;0.99;0.06;0.27;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;5.61;270;1479;172;0;0;1.87;1749;0.93;1.26;1897.84;28.23;0.97;38.01;1.09;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.72;0;543;173;0;0;0.86;543;0.43;0.58;219.00;28.56;0.98;1.28;0.40;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.10;270;957;174;0;0;4.10;1227;2.05;0.70;637.41;27.10;0.93;36.57;0.52;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.62;9;186;176;0;0;0.31;195;0.15;1.22;203.88;28.58;0.98;0.80;1.05;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;48.51;105;12669;177;0;0;12.13;12774;6.06;3.41;40859.71;23.83;0.82;7028.20;3.20;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;5.33;0;1656;178;0;0;2.67;1656;1.33;7.56;12225.55;28.10;0.97;300.76;7.38;0.00
0.00;11051.00;DEFAULT_EDGEDATA;27;9.49;21;2856;179;0;0;4.74;2850;2.37;2.10;5509.68;27.44;0.94;236.22;1.92;0.00
0.00;11051.00;DEFAULT_EDGEDATA;18;7.35;0;2280;18;0;0;2.45;2262;1.22;1.05;1986.78;28.08;0.97;54.51;0.87;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.90;0;1497;180;0;0;4.90;1497;2.45;2.08;2845.67;27.64;0.95;115.07;1.90;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;54.28;285;14946;181;0;0;9.05;15231;4.52;5.91;87013.10;25.39;0.87;10088.91;5.71;0.00
0.00;11051.00;DEFAULT_EDGEDATA;96;14.53;24;4428;182;0;0;3.63;4356;1.82;0.94;3383.68;27.74;0.95;115.56;0.76;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;34.25;669;9396;183;0;0;8.56;10065;4.28;2.94;27698.11;26.59;0.91;2068.29;2.75;0.00
0.00;11051.00;DEFAULT_EDGEDATA;54;21.01;51;5928;184;0;0;7.00;5925;3.50;6.91;40138.77;25.75;0.89;4227.00;6.71;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;11.92;357;3288;185;0;0;5.96;3645;2.98;2.05;6797.90;27.67;0.95;256.79;1.86;0.00
0.00;11051.00;DEFAULT_EDGEDATA;327;46.19;48;11862;186;0;0;11.55;11583;5.77;2.67;29223.33;23.33;0.80;5516.29;2.45;0.00
0.00;11051.00;DEFAULT_EDGEDATA;591;1.87;0;591;187;0;0;1.87;0;0.94;3.40;1904.75;28.57;0.98;17.87;3.22;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;38.27;11412;0;188;0;0;6.38;11412;3.19;2.25;23526.69;26.98;0.93;1447.64;2.06;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;5.21;0;1620;189;0;0;5.21;1620;2.61;0.58;646.03;28.14;0.97;13.32;0.40;0.00
0.00;11051.00;DEFAULT_EDGEDATA;96;3.07;0;945;19;0;0;3.07;849;1.53;1.85;1580.87;27.89;0.96;48.40;1.67;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;0.25;0;81;190;0;0;0.25;81;0.13;0.47;24.29;28.92;1.00;0.06;0.30;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;48.86;135;13479;191;0;0;12.22;13614;6.11;5.05;66052.51;25.21;0.87;8152.37;4.85;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.23;0;390;192;0;0;0.61;390;0.31;5.47;2065.65;28.71;0.99;4.88;5.30;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;27.72;324;8034;193;0;0;5.54;8358;2.77;4.78;38443.31;27.29;0.94;1995.52;4.60;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;12.13;0;3618;194;0;0;6.07;3618;3.03;1.97;6465.66;26.99;0.93;406.22;1.79;0.00
0.00;11051.00;DEFAULT_EDGEDATA;27;13.09;12;3987;195;0;0;3.27;3972;1.64;0.62;1757.52;27.65;0.95;64.99;0.44;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;13.27;0;4029;196;0;0;6.63;4029;3.32;1.87;6788.90;27.48;0.95;296.70;1.69;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;1.18;108;261;197;0;0;0.59;369;0.29;0.47;107.14;28.31;0.97;1.51;0.29;0.00
0.00;11051.00;DEFAULT_EDGEDATA;9;12.73;0;3693;198;0;0;4.24;3684;2.12;1.91;6339.65;26.25;0.90;568.92;1.72;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;7.21;291;1917;199;0;0;3.60;2208;1.80;0.51;733.61;27.72;0.95;24.67;0.33;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;3.75;0;1149;2;0;0;1.88;1149;0.94;4.13;4540.41;27.70;0.95;148.31;3.95;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;16.18;312;4557;20;0;0;8.09;4869;4.04;0.82;3108.55;27.24;0.94;166.28;0.64;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;21.96;0;6648;200;0;0;4.39;6648;2.20;1.91;11489.22;27.39;0.94;558.95;1.73;0.00
0.00;11051.00;DEFAULT_EDGEDATA;96;11.83;12;3369;203;0;0;3.94;3285;1.97;1.87;5664.32;25.87;0.89;570.15;1.68;0.00
0.00;11051.00;DEFAULT_EDGEDATA;231;9.65;0;3066;204;0;0;4.82;2835;2.41;0.37;602.35;28.76;0.99;0.78;0.20;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.02;0;639;205;0;0;2.02;639;1.01;0.51;213.32;28.58;0.98;1.79;0.33;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;21.69;678;5970;206;0;0;4.34;6648;2.17;1.85;11119.24;27.74;0.95;408.39;1.67;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.81;888;0;207;0;0;0.94;888;0.47;2.75;2287.73;28.56;0.98;17.91;2.58;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;19.99;30;5997;208;0;0;6.66;6027;3.33;0.88;4181.01;27.29;0.94;221.37;0.69;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;4.81;0;1467;209;0;0;2.41;1467;1.20;1.06;1285.59;27.59;0.95;46.41;0.88;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;22.37;21;6483;21;0;0;7.46;6504;3.73;3.34;20475.16;26.31;0.91;1751.70;3.15;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.24;114;594;210;0;0;1.12;708;0.56;0.85;477.54;28.64;0.99;2.27;0.67;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;53.85;471;15099;212;0;0;8.98;15570;4.49;1.80;25006.69;26.16;0.90;2230.31;1.61;0.00
0.00;11051.00;DEFAULT_EDGEDATA;48;13.53;0;4029;213;0;0;6.76;3981;3.38;8.96;35332.59;26.95;0.93;2201.70;8.77;0.00
0.00;11051.00;DEFAULT_EDGEDATA;81;41.23;27;11850;214;0;0;10.31;11796;5.15;1.29;13059.57;26.06;0.90;1235.89;1.10;0.00
0.00;11051.00;DEFAULT_EDGEDATA;0;2.17;270;369;216;0;0;2.17;639;1.08;0.58;250.07;26.65;0.92;18.79;0.39;0.00
0.00;11051.00;DEFAULT_EDGEDATA;675;9.36;0;2943;217;0;0;3.12;2268;1.56;2.55;6976.27;28.46;0.98;73.85;2.37;0.00
