interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;7200.00;DEFAULT_EDGEDATA;1;25.99;0;5356;1073;0;0;4.33;5355;2.17;2.52;12577.32;28.62;0.98;56.11;2.35;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;1.44;0;297;1074;0;0;0.72;297;0.36;0.81;188.27;28.60;0.98;0.24;0.63;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;22.31;0;4585;1075;0;0;4.46;4585;2.23;1.51;6105.33;28.54;0.98;45.50;1.33;0.00
0.00;7200.00;DEFAULT_EDGEDATA;78;2.92;0;598;1076;0;0;2.92;520;1.46;0.65;282.35;28.42;0.98;3.35;0.47;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;0.88;0;179;1077;0;0;0.88;179;0.44;1.54;243.93;28.39;0.98;1.99;1.36;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;2.35;60;427;1078;0;0;0.78;487;0.39;1.59;687.43;28.78;0.99;1.53;1.41;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;2.73;15;541;1079;0;0;1.37;556;0.68;0.62;245.32;28.26;0.97;2.98;0.44;0.00
0.00;7200.00;DEFAULT_EDGEDATA;9;1.08;0;221;108;0;0;1.08;212;0.54;1.29;246.51;28.29;0.97;1.90;1.12;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;4.80;0;988;1080;0;0;2.40;988;1.20;2.68;2472.22;28.58;0.98;16.49;2.50;0.00
0.00;7200.00;DEFAULT_EDGEDATA;0;5.91;0;1198;1081;0;0;2.96;1198;1.48;0.62;533.47;28.14;0.97;9.57;0.45;0.00
