edge_id,edge_from,edge_to,edge_length,edge_numLanes,edge_speed,flow,vehicle_speed
0,1614922744,1614922747,23.14193894035833,2,29.0576,0.0,0.0
1,269459339,269459341,60.82639799579684,5,29.0576,4742.0,28.66
2,1621320618,1621320622,109.46496614412192,2,29.0576,0.0,0.0
3,269459229,269459230,160.72064533082346,3,29.0576,2546.0,28.28
4,607954833,1613371666,173.0177062695189,3,29.0576,2296.0,2.65
5,4055678332,807631221,53.845946059546144,4,29.0576,3758.0,28.52
6,268538950,1614922891,105.71026949263089,4,29.0576,5898.0,4.63
7,1613371754,1613371761,78.96506974414679,3,29.0576,2394.0,28.68
8,1614923010,1614923008,7.941130461025734,1,29.0576,263.0,28.54
9,317643895,317643896,33.51002724442035,3,29.0576,673.0,28.57
10,1997429756,1997429749,28.741386533165795,2,29.0576,51.0,28.31
11,404828672,404828674,58.04146875912769,4,29.0576,0.0,27.97
12,2358067024,269459236,24.88586482160957,3,29.0576,734.0,11.83
13,72744120,72743927,55.1919407674255,2,29.0576,2415.0,6.16
14,2358067026,268538920,21.802207365426025,3,29.0576,810.0,2.14
15,268538665,268538666,32.670138494276884,1,29.0576,76.0,28.72
16,338507115,338507116,10.032723141148844,4,29.0576,1373.0,28.52
17,269459425,269459426,20.168741665225777,2,29.0576,2.0,27.18
18,317640401,317640716,24.47142105835709,3,29.0576,853.0,28.81
19,317640401,317641203,46.65159025729162,1,29.0576,499.0,28.15
20,2351053412,2351053233,17.390999932921087,2,29.0576,1648.0,9.18
21,16582685,607954833,82.83580167662717,3,29.0576,2253.0,2.63
22,269459287,269459288,17.88337864862518,2,29.0576,0.0,0.0
23,6833701513,1614922731,8.338476871073944,2,29.0576,686.0,5.77
24,2358067021,268538941,16.898468882436436,3,29.0576,1501.0,1.8
25,268539967,372968829,11.11136761668187,1,29.0576,102.0,28.83
26,7159741550,1614922818,3.779337113182924,1,29.0576,229.0,27.05
27,2351071530,2351071550,27.66559337066911,3,29.0576,436.0,28.56
28,363433967,72602888,52.72201293474377,2,29.0576,514.0,28.82
29,2358067014,404827084,10.950337869500496,2,29.0576,2440.0,27.58
30,317645260,317645261,37.17806310613524,3,29.0576,51.0,29.02
31,317643110,910997750,38.86208963154789,2,29.0576,988.0,28.66
32,1621320652,1621320650,8.763698729604267,2,29.0576,984.0,28.23
33,1613371686,1613371696,49.39727282398285,3,29.0576,2287.0,2.52
34,271049967,6833701511,3.7479519220770743,2,29.0576,481.0,27.64
35,1614922823,1614922826,21.58907816181212,1,29.0576,821.0,27.26
36,353034891,353035386,27.093064727896685,2,29.0576,2013.0,27.51
37,1969136948,1613580550,39.8585922658673,3,29.0576,2007.0,28.63
38,2351053336,268648979,16.59370351583837,2,29.0576,331.0,27.99
39,268539536,268539537,46.84710774850431,1,29.0576,353.0,28.4
40,268538668,268538752,23.98258204262588,2,29.0576,2527.0,14.26
41,317640722,317640723,36.20559253571688,3,29.0576,737.0,28.74
42,268539390,268539391,25.449011990185745,4,29.0576,3921.0,2.14
43,2351053429,2351053222,15.093868627725657,1,29.0576,137.0,28.73
44,269459235,2358067024,24.99800222028653,3,29.0576,734.0,26.92
45,317643108,317643109,41.471076086543086,2,29.0576,988.0,28.7
46,268537945,268537922,183.13546299260648,2,29.0576,28.0,28.15
47,269459084,269459161,38.52939781696384,5,29.0576,4742.0,28.61
48,1614922743,1614922745,41.62593872129922,2,29.0576,371.0,28.89
49,6876014918,1614922914,23.51513099050656,1,29.0576,286.0,3.23
50,269460853,269460854,23.991302170020216,2,29.0576,1518.0,18.31
51,268539396,268539387,42.83287571506242,4,29.0576,3887.0,1.99
52,269460934,269460935,40.48977475904981,1,29.0576,148.0,28.39
53,6876014908,268539329,23.62286337638197,1,29.0576,105.0,28.47
54,7056145721,1614922732,7.880393577768079,2,29.0576,732.0,4.83
55,1621320658,1621320652,11.05655938987706,2,29.0576,975.0,28.37
56,604238309,604238310,5.451971607171034,2,29.0576,94.0,28.26
57,326725084,1884813424,76.07870314549902,2,29.0576,0.0,0.0
58,317643101,317643102,20.64595338499899,2,29.0576,58.0,28.45
59,36729585,36729574,90.21675619237672,3,29.0576,1433.0,28.66
60,540985730,540985737,16.63682165645361,2,29.0576,417.0,28.4
61,2351053312,268648895,22.946742148963107,2,29.0576,0.0,0.0
62,2351053272,268643594,18.13687185279712,2,29.0576,813.0,28.82
63,283382571,283382572,30.55138526770417,5,29.0576,4685.0,28.54
64,283382572,283382628,40.39562648122763,5,29.0576,4685.0,28.62
65,68267437,1614923029,114.3678022094808,4,29.0576,4022.0,2.75
66,268539966,268539967,10.355915495366547,1,29.0576,102.0,28.9
67,72744388,72744401,30.24025398172123,1,29.0576,0.0,0.0
68,2351071543,2351071535,25.718072074186114,4,29.0576,4091.0,9.79
69,317644071,317644072,13.849548869316273,2,29.0576,0.0,0.0
70,19365022,653767,125.72346967168716,5,29.0576,1936.0,28.77
71,283382575,283382636,56.77884008937824,5,29.0576,4685.0,28.6
72,269459496,38454765,31.62775421837045,2,29.0576,0.0,0.0
73,540985396,540985403,22.54316197520849,2,29.0576,1228.0,28.15
74,6883792581,6883792583,4.982680106681777,1,29.0576,102.0,28.64
75,317810971,317810972,53.68355028962039,2,29.0576,389.0,28.92
76,269459490,269459491,21.680594729993736,2,29.0576,0.0,0.0
77,607902543,4020085075,63.21710906695803,2,29.0576,429.0,28.82
78,1614922812,4621006497,6.927917126438299,1,29.0576,73.0,28.72
79,317643106,317643107,29.03248745050187,2,29.0576,988.0,27.44
80,269459422,269459424,21.337843701721496,2,29.0576,2.0,27.18
81,6833701510,271049967,3.094054131838768,2,29.0576,479.0,28.15
82,268539762,20972371,25.87668988588937,4,29.0576,3967.0,7.81
83,268539762,268539781,42.75863917289809,2,29.0576,760.0,28.45
84,1614922814,4621006496,5.3756087903834135,1,29.0576,125.0,28.22
85,317650702,317650658,45.82835196551879,3,29.0576,1189.0,2.35
86,5689452775,1614922951,38.08490540809216,2,29.0576,277.0,28.81
87,2351053442,268648978,13.992513406694671,2,29.0576,250.0,28.51
88,4020085081,6481779969,20.08794430848779,2,29.0576,0.0,0.0
89,1614923056,2351053305,14.285593298036527,1,29.0576,181.0,28.72
90,269460931,269460932,43.93624120351267,1,29.0576,173.0,28.36
91,353034594,353034595,45.87701711223389,4,29.0576,3527.0,28.53
92,2351053431,268644696,14.100371796426344,1,29.0576,752.0,25.82
93,268539958,6883792587,14.230983038847835,1,29.0576,561.0,4.72
94,1614923058,4019941243,36.39428403501603,2,29.0576,1226.0,28.32
95,317643902,4065544418,58.77954007215628,2,29.0576,988.0,28.51
96,1614922982,20972370,86.13198304367856,4,29.0576,4060.0,2.53
97,1614922982,1614922988,19.608243055989863,1,29.0576,501.0,27.98
98,7056145720,1614922733,7.179658132232241,2,29.0576,758.0,3.88
99,2894755458,6849087045,11.31323069026304,2,29.0576,708.0,28.46
100,1613580566,1613580564,25.43115478331043,2,29.0576,1173.0,28.4
101,1615052982,317643322,24.89007387304706,1,29.0576,0.0,26.25
102,15717259,268539963,12.720654365322249,1,29.0576,0.0,28.35
103,365786988,20972369,76.97268818648193,4,29.0576,3990.0,2.6
104,317650697,317650698,25.555022304688727,3,29.0576,942.0,16.49
105,2358067006,268538936,19.37459810530103,3,29.0576,2365.0,3.43
106,1614922929,268539761,44.54432400584271,2,29.0576,349.0,4.69
107,1614922749,1614922748,31.74114141527765,2,29.0576,31.0,28.69
108,269460928,269460929,31.56285720333539,1,29.0576,221.0,28.29
109,268539970,268539956,17.735786569536675,1,29.0576,153.0,4.17
110,1969136943,1613371722,93.66847601112757,3,29.0576,1989.0,28.22
111,269459502,269459503,22.04831546496334,2,29.0576,2220.0,27.87
112,268537916,268537917,52.45701249921612,6,29.0576,4974.0,28.77
113,1614923005,1614923004,10.778898272434663,1,29.0576,0.0,0.0
114,269459076,269459077,12.675680994362311,1,29.0576,169.0,28.63
115,38454765,1997432689,26.2554820940297,2,29.0576,0.0,0.0
116,269459332,4065544424,42.55836850166232,4,29.0576,2302.0,28.69
117,1613580546,1614922758,33.9682350492128,3,29.0576,1488.0,28.62
118,2351053406,2351053200,12.808719109858648,1,29.0576,3283.0,24.22
119,540985389,540985396,25.79340897477044,2,29.0576,1228.0,28.2
120,1614923028,1614923023,38.886412116726845,2,29.0576,1196.0,28.26
121,269459227,807592312,69.04013622214983,4,29.0576,3527.0,28.05
122,326711221,326712429,64.01283030776302,4,29.0576,3758.0,28.39
123,353033941,353033940,25.14804477715016,2,29.0576,1725.0,27.91
124,6390186633,6390186634,8.073317738739522,2,29.0576,125.0,29.2
125,269459421,269459422,29.11181325048889,2,29.0576,2.0,27.18
126,4020085070,1614922744,20.83974310451024,2,29.0576,0.0,0.0
127,353033060,353033061,65.91081444006558,6,29.0576,4937.0,28.66
128,363467641,653768,145.52355158417564,5,29.0576,1936.0,28.78
129,2351071550,268644785,25.878656980651037,3,29.0576,352.0,28.57
130,326746173,546611053,32.13783223804023,2,29.0576,1198.0,27.82
131,540985780,540985792,46.88088754380626,2,29.0576,297.0,28.63
132,269459226,269459227,52.37113978188864,4,29.0576,3527.0,28.46
133,6849087041,495807636,8.16403194028351,2,29.0576,89.0,28.77
134,268539329,268538960,45.7742439765054,1,29.0576,105.0,2.2
135,1614922815,4020085082,23.09874526264112,1,29.0576,144.0,28.97
136,269459512,269459513,30.554011408748455,2,29.0576,2723.0,27.27
137,806547128,2351053367,13.567417037279998,2,29.0576,328.0,28.5
138,268539965,6883792578,6.799691530852674,1,29.0576,102.0,28.91
139,2351053198,1614923048,65.70419689091689,1,29.0576,318.0,28.75
140,2351053379,2351053499,41.759731365341786,2,29.0576,803.0,28.85
141,1884813424,1884813423,13.366480540438356,1,29.0576,0.0,0.0
142,1884813424,21420438,61.49056170831324,1,29.0576,0.0,0.0
143,69275584,6390186633,9.885694161866237,2,29.0576,116.0,28.55
144,269460933,269460934,40.48056787946432,1,29.0576,157.0,28.41
145,1614922773,4020085076,51.65497913453175,2,29.0576,114.0,29.15
146,69004190,1347515619,76.73778380799797,4,29.0576,4422.0,5.76
147,1614923037,2351053324,8.23707440967945,1,29.0576,2028.0,27.62
148,269459396,269459397,37.83348355709148,2,29.0576,189.0,28.43
149,1614922793,4020085079,22.561770282394267,2,29.0576,0.0,0.0
150,268538920,2358067009,21.64074785087152,3,29.0576,808.0,2.07
151,540985446,540985467,16.840111096609675,2,29.0576,394.0,28.28
152,317650658,317650659,42.95449676819271,3,29.0576,2131.0,3.75
153,4020085071,1614922742,46.25324855917996,1,29.0576,141.0,28.0
154,317650556,1615052988,38.46906763734114,5,29.0576,4585.0,28.49
155,7159741546,1614922820,9.54849311607623,1,29.0576,258.0,26.81
156,1614922750,1614922751,79.40473623631432,2,29.0576,514.0,28.85
157,4020085079,1614922798,48.62896988127549,2,29.0576,0.0,0.0
158,910997507,317643108,29.56136728403968,2,29.0576,988.0,27.32
159,1614923032,2351053479,22.77943549138764,1,29.0576,2389.0,27.61
160,1614923032,2351053379,20.43174746137229,2,29.0576,815.0,28.56
161,1621320610,1621320612,5.315897391256448,2,29.0576,0.0,0.0
162,269460523,269460527,187.2719448199677,2,29.0576,1198.0,27.96
163,20948456,653771,54.41198492630557,5,29.0576,3515.0,28.36
164,4065544423,269459296,44.063822756633456,1,29.0576,0.0,0.0
165,2894755454,123422870,35.14685511414015,5,20.1168,149.0,19.91
166,269459225,269459226,41.15700166795505,4,29.0576,3527.0,28.46
167,353033059,353033060,108.15478192884147,6,29.0576,4941.0,28.58
168,269460920,353033055,92.94222715297596,6,29.0576,5468.0,28.57
