Detector;Time;qPKW;vPKW
det1084_0;780.0;743.0;29.597896249343535
det1084_0;840.0;743.0;29.597896249343535
det1084_0;900.0;743.0;29.597896249343535
det1084_0;960.0;743.0;29.597896249343535
det1084_0;1020.0;743.0;29.597896249343535
det1084_0;1080.0;743.0;29.597896249343535
det1084_0;1140.0;743.0;29.597896249343535
det1084_0;1200.0;743.0;29.597896249343535
det1084_0;1260.0;743.0;29.597896249343535
det1084_0;1320.0;743.0;29.597896249343535
det1084_0;1380.0;743.0;29.597896249343535
det1084_1;0.0;743.0;29.597896249343535
det1084_1;60.0;743.0;29.597896249343535
det1084_1;120.0;743.0;29.597896249343535
det1084_1;180.0;743.0;29.597896249343535
det1084_1;240.0;743.0;29.597896249343535
det1084_1;300.0;743.0;29.597896249343535
det1084_1;360.0;743.0;29.597896249343535
det1084_1;420.0;743.0;29.597896249343535
det1084_1;480.0;743.0;29.597896249343535
det1084_1;540.0;743.0;29.597896249343535
det1084_1;600.0;743.0;29.597896249343535
det1084_1;660.0;743.0;29.597896249343535
det1084_1;720.0;743.0;29.597896249343535
det1084_1;780.0;743.0;29.597896249343535
det1084_1;840.0;743.0;29.597896249343535
det1084_1;900.0;743.0;29.597896249343535
det1084_1;960.0;743.0;29.597896249343535
det1084_1;1020.0;743.0;29.597896249343535
det1084_1;1080.0;743.0;29.597896249343535
det1084_1;1140.0;743.0;29.597896249343535
det1084_1;1200.0;743.0;29.597896249343535
det1084_1;1260.0;743.0;29.597896249343535
det1084_1;1320.0;743.0;29.597896249343535
det1084_1;1380.0;743.0;29.597896249343535
det1084_2;0.0;743.0;29.597896249343535
det1084_2;60.0;743.0;29.597896249343535
det1084_2;120.0;743.0;29.597896249343535
det1084_2;180.0;743.0;29.597896249343535
det1084_2;240.0;743.0;29.597896249343535
det1084_2;300.0;743.0;29.597896249343535
det1084_2;360.0;743.0;29.597896249343535
det1084_2;420.0;743.0;29.597896249343535
det1084_2;480.0;743.0;29.597896249343535
det1084_2;540.0;743.0;29.597896249343535
det1084_2;600.0;743.0;29.597896249343535
det1084_2;660.0;743.0;29.597896249343535
det1084_2;720.0;743.0;29.597896249343535
det1084_2;780.0;743.0;29.597896249343535
det1084_2;840.0;743.0;29.597896249343535
det1084_2;900.0;743.0;29.597896249343535
det1084_2;960.0;743.0;29.597896249343535
det1084_2;1020.0;743.0;29.597896249343535
det1084_2;1080.0;743.0;29.597896249343535
det1084_2;1140.0;743.0;29.597896249343535
det1084_2;1200.0;743.0;29.597896249343535
det1084_2;1260.0;743.0;29.597896249343535
det1084_2;1320.0;743.0;29.597896249343535
det1084_2;1380.0;743.0;29.597896249343535
det1088_0;0.0;222.0;29.019433940860832
det1088_0;60.0;222.0;29.019433940860832
det1088_0;120.0;222.0;29.019433940860832
det1088_0;180.0;222.0;29.019433940860832
det1088_0;240.0;222.0;29.019433940860832
det1088_0;300.0;222.0;29.019433940860832
det1088_0;360.0;222.0;29.019433940860832
det1088_0;420.0;222.0;29.019433940860832
det1088_0;480.0;222.0;29.019433940860832
det1088_0;540.0;222.0;29.019433940860832
det1088_0;600.0;222.0;29.019433940860832
det1088_0;660.0;222.0;29.019433940860832
det1088_0;720.0;222.0;29.019433940860832
det1088_0;780.0;222.0;29.019433940860832
det1088_0;840.0;222.0;29.019433940860832
det1088_0;900.0;222.0;29.019433940860832
det1088_0;960.0;222.0;29.019433940860832
det1088_0;1020.0;222.0;29.019433940860832
det1088_0;1080.0;222.0;29.019433940860832
det1088_0;1140.0;222.0;29.019433940860832
det1088_0;1200.0;222.0;29.019433940860832
det1088_0;1260.0;222.0;29.019433940860832
det1088_0;1320.0;222.0;29.019433940860832
det1088_0;1380.0;222.0;29.019433940860832
det1088_1;0.0;222.0;29.019433940860832
det1088_1;60.0;222.0;29.019433940860832
det1088_1;120.0;222.0;29.019433940860832
det1088_1;180.0;222.0;29.019433940860832
det1088_1;240.0;222.0;29.019433940860832
det1088_1;300.0;222.0;29.019433940860832
det1088_1;360.0;222.0;29.019433940860832
det1088_1;420.0;222.0;29.019433940860832
det1088_1;480.0;222.0;29.019433940860832
det1088_1;540.0;222.0;29.019433940860832
det1088_1;600.0;222.0;29.019433940860832
det1088_1;660.0;222.0;29.019433940860832
det1088_1;720.0;222.0;29.019433940860832
det1088_1;780.0;222.0;29.019433940860832
det1088_1;840.0;222.0;29.019433940860832
det1088_1;900.0;222.0;29.019433940860832
det1088_1;960.0;222.0;29.019433940860832
det1088_1;1020.0;222.0;29.019433940860832
det1088_1;1080.0;222.0;29.019433940860832
det1088_1;1140.0;222.0;29.019433940860832
det1088_1;1200.0;222.0;29.019433940860832
det1088_1;1260.0;222.0;29.019433940860832
det1088_1;1320.0;222.0;29.019433940860832
det1088_1;1380.0;222.0;29.019433940860832
det1133_0;0.0;1220.0;27.941827152871326
det1133_0;60.0;1220.0;27.941827152871326
det1133_0;120.0;1220.0;27.941827152871326
det1133_0;180.0;1220.0;27.941827152871326
det1133_0;240.0;1220.0;27.941827152871326
det1133_0;300.0;1220.0;27.941827152871326
det1133_0;360.0;1220.0;27.941827152871326
det1133_0;420.0;1220.0;27.941827152871326
det1133_0;480.0;1220.0;27.941827152871326
det1133_0;540.0;1220.0;27.941827152871326
det1133_0;600.0;1220.0;27.941827152871326
det1133_0;660.0;1220.0;27.941827152871326
det1133_0;720.0;1220.0;27.941827152871326
det1133_0;780.0;1220.0;27.941827152871326
det1133_0;840.0;1220.0;27.941827152871326
det1133_0;900.0;1220.0;27.941827152871326
det1133_0;960.0;1220.0;27.941827152871326
det1133_0;1020.0;1220.0;27.941827152871326
det1133_0;1080.0;1220.0;27.941827152871326
det1133_0;1140.0;1220.0;27.941827152871326
det1133_0;1200.0;1220.0;27.941827152871326
det1133_0;1260.0;1220.0;27.941827152871326
det1133_0;1320.0;1220.0;27.941827152871326
det1133_0;1380.0;1220.0;27.941827152871326
det1133_1;0.0;1220.0;27.941827152871326
det1133_1;60.0;1220.0;27.941827152871326
det1133_1;120.0;1220.0;27.941827152871326
det1133_1;180.0;1220.0;27.941827152871326
det1133_1;240.0;1220.0;27.941827152871326
det1133_1;300.0;1220.0;27.941827152871326
det1133_1;360.0;1220.0;27.941827152871326
det1133_1;420.0;1220.0;27.941827152871326
det1133_1;480.0;1220.0;27.941827152871326
det1133_1;540.0;1220.0;27.941827152871326
det1133_1;600.0;1220.0;27.941827152871326
det1133_1;660.0;1220.0;27.941827152871326
det1133_1;720.0;1220.0;27.941827152871326
det1133_1;780.0;1220.0;27.941827152871326
det1133_1;840.0;1220.0;27.941827152871326
det1133_1;900.0;1220.0;27.941827152871326
det1133_1;960.0;1220.0;27.941827152871326
det1133_1;1020.0;1220.0;27.941827152871326
det1133_1;1080.0;1220.0;27.941827152871326
det1133_1;1140.0;1220.0;27.941827152871326
det1133_1;1200.0;1220.0;27.941827152871326
det1133_1;1260.0;1220.0;27.941827152871326
det1133_1;1320.0;1220.0;27.941827152871326
det1133_1;1380.0;1220.0;27.941827152871326
det1133_2;0.0;1220.0;27.941827152871326
det1133_2;60.0;1220.0;27.941827152871326
det1133_2;120.0;1220.0;27.941827152871326
det1133_2;180.0;1220.0;27.941827152871326
det1133_2;240.0;1220.0;27.941827152871326
det1133_2;300.0;1220.0;27.941827152871326
det1133_2;360.0;1220.0;27.941827152871326
det1133_2;420.0;1220.0;27.941827152871326
det1133_2;480.0;1220.0;27.941827152871326
det1133_2;540.0;1220.0;27.941827152871326
det1133_2;600.0;1220.0;27.941827152871326
det1133_2;660.0;1220.0;27.941827152871326
det1133_2;720.0;1220.0;27.941827152871326
det1133_2;780.0;1220.0;27.941827152871326
det1133_2;840.0;1220.0;27.941827152871326
det1133_2;900.0;1220.0;27.941827152871326
det1133_2;960.0;1220.0;27.941827152871326
det1133_2;1020.0;1220.0;27.941827152871326
det1133_2;1080.0;1220.0;27.941827152871326
det1133_2;1140.0;1220.0;27.941827152871326
det1133_2;1200.0;1220.0;27.941827152871326
det1133_2;1260.0;1220.0;27.941827152871326
det1133_2;1320.0;1220.0;27.941827152871326
det1133_2;1380.0;1220.0;27.941827152871326
det1133_3;0.0;1220.0;27.941827152871326
det1133_3;60.0;1220.0;27.941827152871326
det1133_3;120.0;1220.0;27.941827152871326
det1133_3;180.0;1220.0;27.941827152871326
det1133_3;240.0;1220.0;27.941827152871326
det1133_3;300.0;1220.0;27.941827152871326
det1133_3;360.0;1220.0;27.941827152871326
det1133_3;420.0;1220.0;27.941827152871326
det1133_3;480.0;1220.0;27.941827152871326
det1133_3;540.0;1220.0;27.941827152871326
det1133_3;600.0;1220.0;27.941827152871326
det1133_3;660.0;1220.0;27.941827152871326
det1133_3;720.0;1220.0;27.941827152871326
det1133_3;780.0;1220.0;27.941827152871326
det1133_3;840.0;1220.0;27.941827152871326
det1133_3;900.0;1220.0;27.941827152871326
det1133_3;960.0;1220.0;27.941827152871326
det1133_3;1020.0;1220.0;27.941827152871326
det1133_3;1080.0;1220.0;27.941827152871326
det1133_3;1140.0;1220.0;27.941827152871326
det1133_3;1200.0;1220.0;27.941827152871326
det1133_3;1260.0;1220.0;27.941827152871326
det1133_3;1320.0;1220.0;27.941827152871326
det1133_3;1380.0;1220.0;27.941827152871326
det1175_0;0.0;830.0;29.139148180385885
det1175_0;60.0;830.0;29.139148180385885
det1175_0;120.0;830.0;29.139148180385885
det1175_0;180.0;830.0;29.139148180385885
det1175_0;240.0;830.0;29.139148180385885
det1175_0;300.0;830.0;29.139148180385885
det1175_0;360.0;830.0;29.139148180385885
det1175_0;420.0;830.0;29.139148180385885
det1175_0;480.0;830.0;29.139148180385885
det1175_0;540.0;830.0;29.139148180385885
det1175_0;600.0;830.0;29.139148180385885
det1175_0;660.0;830.0;29.139148180385885
det1175_0;720.0;830.0;29.139148180385885
det1175_0;780.0;830.0;29.139148180385885
det1175_0;840.0;830.0;29.139148180385885
det1175_0;900.0;830.0;29.139148180385885
det1175_0;960.0;830.0;29.139148180385885
det1175_0;1020.0;830.0;29.139148180385885
det1175_0;1080.0;830.0;29.139148180385885
det1175_0;1140.0;830.0;29.139148180385885
det1175_0;1200.0;830.0;29.139148180385885
det1175_0;1260.0;830.0;29.139148180385885
det1175_0;1320.0;830.0;29.139148180385885
det1175_0;1380.0;830.0;29.139148180385885
det1175_1;0.0;830.0;29.139148180385885
det1175_1;60.0;830.0;29.139148180385885
det1175_1;120.0;830.0;29.139148180385885
det1175_1;180.0;830.0;29.139148180385885
det1175_1;240.0;830.0;29.139148180385885
det1175_1;300.0;830.0;29.139148180385885
det1175_1;360.0;830.0;29.139148180385885
det1175_1;420.0;830.0;29.139148180385885
det1175_1;480.0;830.0;29.139148180385885
det1175_1;540.0;830.0;29.139148180385885
det1175_1;600.0;830.0;29.139148180385885
det1175_1;660.0;830.0;29.139148180385885
det1175_1;720.0;830.0;29.139148180385885
det1175_1;780.0;830.0;29.139148180385885
det1175_1;840.0;830.0;29.139148180385885
det1175_1;900.0;830.0;29.139148180385885
det1175_1;960.0;830.0;29.139148180385885
det1175_1;1020.0;830.0;29.139148180385885
det1175_1;1080.0;830.0;29.139148180385885
det1175_1;1140.0;830.0;29.139148180385885
det1175_1;1200.0;830.0;29.139148180385885
det1175_1;1260.0;830.0;29.139148180385885
det1175_1;1320.0;830.0;29.139148180385885
det1175_1;1380.0;830.0;29.139148180385885
det1175_2;0.0;830.0;29.139148180385885
det1175_2;60.0;830.0;29.139148180385885
det1175_2;120.0;830.0;29.139148180385885
det1175_2;180.0;830.0;29.139148180385885
det1175_2;240.0;830.0;29.139148180385885
det1175_2;300.0;830.0;29.139148180385885
det1175_2;360.0;830.0;29.139148180385885
det1175_2;420.0;830.0;29.139148180385885
det1175_2;480.0;830.0;29.139148180385885
det1175_2;540.0;830.0;29.139148180385885
det1175_2;600.0;830.0;29.139148180385885
det1175_2;660.0;830.0;29.139148180385885
det1175_2;720.0;830.0;29.139148180385885
det1175_2;780.0;830.0;29.139148180385885
det1175_2;840.0;830.0;29.139148180385885
det1175_2;900.0;830.0;29.139148180385885
det1175_2;960.0;830.0;29.139148180385885
det1175_2;1020.0;830.0;29.139148180385885
det1175_2;1080.0;830.0;29.139148180385885
det1175_2;1140.0;830.0;29.139148180385885
det1175_2;1200.0;830.0;29.139148180385885
det1175_2;1260.0;830.0;29.139148180385885
det1175_2;1320.0;830.0;29.139148180385885
det1175_2;1380.0;830.0;29.139148180385885
det1199_0;0.0;1123.0;27.74307579221372
det1199_0;60.0;1123.0;27.74307579221372
det1199_0;120.0;1123.0;27.74307579221372
det1199_0;180.0;1123.0;27.74307579221372
det1199_0;240.0;1123.0;27.74307579221372
det1199_0;300.0;1123.0;27.74307579221372
det1199_0;360.0;1123.0;27.74307579221372
det1199_0;420.0;1123.0;27.74307579221372
det1199_0;480.0;1123.0;27.74307579221372
det1199_0;540.0;1123.0;27.74307579221372
det1199_0;600.0;1123.0;27.74307579221372
det1199_0;660.0;1123.0;27.74307579221372
det1199_0;720.0;1123.0;27.74307579221372
det1199_0;780.0;1123.0;27.74307579221372
det1199_0;840.0;1123.0;27.74307579221372
det1199_0;900.0;1123.0;27.74307579221372
det1199_0;960.0;1123.0;27.74307579221372
det1199_0;1020.0;1123.0;27.74307579221372
det1199_0;1080.0;1123.0;27.74307579221372
det1199_0;1140.0;1123.0;27.74307579221372
det1199_0;1200.0;1123.0;27.74307579221372
det1199_0;1260.0;1123.0;27.74307579221372
det1199_0;1320.0;1123.0;27.74307579221372
det1199_0;1380.0;1123.0;27.74307579221372
det1199_1;0.0;1123.0;27.74307579221372
det1199_1;60.0;1123.0;27.74307579221372
det1199_1;120.0;1123.0;27.74307579221372
det1199_1;180.0;1123.0;27.74307579221372
det1199_1;240.0;1123.0;27.74307579221372
det1199_1;300.0;1123.0;27.74307579221372
det1199_1;360.0;1123.0;27.74307579221372
det1199_1;420.0;1123.0;27.74307579221372
det1199_1;480.0;1123.0;27.74307579221372
det1199_1;540.0;1123.0;27.74307579221372
det1199_1;600.0;1123.0;27.74307579221372
det1199_1;660.0;1123.0;27.74307579221372
det1199_1;720.0;1123.0;27.74307579221372
det1199_1;780.0;1123.0;27.74307579221372
det1199_1;840.0;1123.0;27.74307579221372
det1199_1;900.0;1123.0;27.74307579221372
det1199_1;960.0;1123.0;27.74307579221372
det1199_1;1020.0;1123.0;27.74307579221372
det1199_1;1080.0;1123.0;27.74307579221372
det1199_1;1140.0;1123.0;27.74307579221372
det1199_1;1200.0;1123.0;27.74307579221372
det1199_1;1260.0;1123.0;27.74307579221372
det1199_1;1320.0;1123.0;27.74307579221372
det1199_1;1380.0;1123.0;27.74307579221372
det1199_2;0.0;1123.0;27.74307579221372
det1199_2;60.0;1123.0;27.74307579221372
det1199_2;120.0;1123.0;27.74307579221372
det1199_2;180.0;1123.0;27.74307579221372
det1199_2;240.0;1123.0;27.74307579221372
det1199_2;300.0;1123.0;27.74307579221372
det1199_2;360.0;1123.0;27.74307579221372
det1199_2;420.0;1123.0;27.74307579221372
det1199_2;480.0;1123.0;27.74307579221372
det1199_2;540.0;1123.0;27.74307579221372
det1199_2;600.0;1123.0;27.74307579221372
det1199_2;660.0;1123.0;27.74307579221372
det1199_2;720.0;1123.0;27.74307579221372
det1199_2;780.0;1123.0;27.74307579221372
det1199_2;840.0;1123.0;27.74307579221372
det1199_2;900.0;1123.0;27.74307579221372
det1199_2;960.0;1123.0;27.74307579221372
det1199_2;1020.0;1123.0;27.74307579221372
det1199_2;1080.0;1123.0;27.74307579221372
det1199_2;1140.0;1123.0;27.74307579221372
det1199_2;1200.0;1123.0;27.74307579221372
det1199_2;1260.0;1123.0;27.74307579221372
det1199_2;1320.0;1123.0;27.74307579221372
det1199_2;1380.0;1123.0;27.74307579221372
det1199_3;0.0;1123.0;27.74307579221372
det1199_3;60.0;1123.0;27.74307579221372
det1199_3;120.0;1123.0;27.74307579221372
det1199_3;180.0;1123.0;27.74307579221372
det1199_3;240.0;1123.0;27.74307579221372
det1199_3;300.0;1123.0;27.74307579221372
det1199_3;360.0;1123.0;27.74307579221372
det1199_3;420.0;1123.0;27.74307579221372
det1199_3;480.0;1123.0;27.74307579221372
det1199_3;540.0;1123.0;27.74307579221372
det1199_3;600.0;1123.0;27.74307579221372
det1199_3;660.0;1123.0;27.74307579221372
det1199_3;720.0;1123.0;27.74307579221372
det1199_3;780.0;1123.0;27.74307579221372
det1199_3;840.0;1123.0;27.74307579221372
det1199_3;900.0;1123.0;27.74307579221372
det1199_3;960.0;1123.0;27.74307579221372
det1199_3;1020.0;1123.0;27.74307579221372
det1199_3;1080.0;1123.0;27.74307579221372
det1199_3;1140.0;1123.0;27.74307579221372
det1199_3;1200.0;1123.0;27.74307579221372
det1199_3;1260.0;1123.0;27.74307579221372
det1199_3;1320.0;1123.0;27.74307579221372
det1199_3;1380.0;1123.0;27.74307579221372
det132_0;0.0;881.0;27.883021411576664
det132_0;60.0;881.0;27.883021411576664
det132_0;120.0;881.0;27.883021411576664
det132_0;180.0;881.0;27.883021411576664
det132_0;240.0;881.0;27.883021411576664
det132_0;300.0;881.0;27.883021411576664
det132_0;360.0;881.0;27.883021411576664
det132_0;420.0;881.0;27.883021411576664
det132_0;480.0;881.0;27.883021411576664
det132_0;540.0;881.0;27.883021411576664
det132_0;600.0;881.0;27.883021411576664
det132_0;660.0;881.0;27.883021411576664
det132_0;720.0;881.0;27.883021411576664
det132_0;780.0;881.0;27.883021411576664
det132_0;840.0;881.0;27.883021411576664
det132_0;900.0;881.0;27.883021411576664
det132_0;960.0;881.0;27.883021411576664
det132_0;1020.0;881.0;27.883021411576664
det132_0;1080.0;881.0;27.883021411576664
det132_0;1140.0;881.0;27.883021411576664
det132_0;1200.0;881.0;27.883021411576664
det132_0;1260.0;881.0;27.883021411576664
det132_0;1320.0;881.0;27.883021411576664
det132_0;1380.0;881.0;27.883021411576664
det132_1;0.0;881.0;27.883021411576664
det132_1;60.0;881.0;27.883021411576664
det132_1;120.0;881.0;27.883021411576664
det132_1;180.0;881.0;27.883021411576664
det132_1;240.0;881.0;27.883021411576664
det132_1;300.0;881.0;27.883021411576664
det132_1;360.0;881.0;27.883021411576664
det132_1;420.0;881.0;27.883021411576664
det132_1;480.0;881.0;27.883021411576664
det132_1;540.0;881.0;27.883021411576664
det132_1;600.0;881.0;27.883021411576664
det132_1;660.0;881.0;27.883021411576664
det132_1;720.0;881.0;27.883021411576664
det132_1;780.0;881.0;27.883021411576664
det132_1;840.0;881.0;27.883021411576664
det132_1;900.0;881.0;27.883021411576664
det132_1;960.0;881.0;27.883021411576664
det132_1;1020.0;881.0;27.883021411576664
det132_1;1080.0;881.0;27.883021411576664
det132_1;1140.0;881.0;27.883021411576664
det132_1;1200.0;881.0;27.883021411576664
det132_1;1260.0;881.0;27.883021411576664
det132_1;1320.0;881.0;27.883021411576664
det132_1;1380.0;881.0;27.883021411576664
det132_2;0.0;881.0;27.883021411576664
det132_2;60.0;881.0;27.883021411576664
det132_2;120.0;881.0;27.883021411576664
det132_2;180.0;881.0;27.883021411576664
det132_2;240.0;881.0;27.883021411576664
det132_2;300.0;881.0;27.883021411576664
det132_2;360.0;881.0;27.883021411576664
det132_2;420.0;881.0;27.883021411576664
det132_2;480.0;881.0;27.883021411576664
det132_2;540.0;881.0;27.883021411576664
det132_2;600.0;881.0;27.883021411576664
det132_2;660.0;881.0;27.883021411576664
det132_2;720.0;881.0;27.883021411576664
det132_2;780.0;881.0;27.883021411576664
det132_2;840.0;881.0;27.883021411576664
det132_2;900.0;881.0;27.883021411576664
det132_2;960.0;881.0;27.883021411576664
det132_2;1020.0;881.0;27.883021411576664
det132_2;1080.0;881.0;27.883021411576664
det132_2;1140.0;881.0;27.883021411576664
det132_2;1200.0;881.0;27.883021411576664
det132_2;1260.0;881.0;27.883021411576664
det132_2;1320.0;881.0;27.883021411576664
det132_2;1380.0;881.0;27.883021411576664
det132_3;0.0;881.0;27.883021411576664
det132_3;60.0;881.0;27.883021411576664
det132_3;120.0;881.0;27.883021411576664
det132_3;180.0;881.0;27.883021411576664
det132_3;240.0;881.0;27.883021411576664
det132_3;300.0;881.0;27.883021411576664
det132_3;360.0;881.0;27.883021411576664
det132_3;420.0;881.0;27.883021411576664
det132_3;480.0;881.0;27.883021411576664
det132_3;540.0;881.0;27.883021411576664
det132_3;600.0;881.0;27.883021411576664
det132_3;660.0;881.0;27.883021411576664
det132_3;720.0;881.0;27.883021411576664
det132_3;780.0;881.0;27.883021411576664
det132_3;840.0;881.0;27.883021411576664
det132_3;900.0;881.0;27.883021411576664
det132_3;960.0;881.0;27.883021411576664
det132_3;1020.0;881.0;27.883021411576664
det132_3;1080.0;881.0;27.883021411576664
det132_3;1140.0;881.0;27.883021411576664
det132_3;1200.0;881.0;27.883021411576664
det132_3;1260.0;881.0;27.883021411576664
